Name	Genre	Detail	Image	ObjId	Width	Height	Intro	Price	CanSale	CanRemove	Stack	ShortKey
TruyÒn Tèng Phï Ho¹t §éng Xu©n	5	136	\spr\event\thekiguinho.spr	41	1	1	Gióp C¸c h¹ nhanh chãng vµo khu vùc ho¹t ®éng vui Xu©n.	0	1	0	100	0
Khiªu ChiÕn LÖnh	5	137	\spr\event\thekiguito.spr	41	1	1	Dïng ®Ó tham gia ho¹t ®éng h¸i sao.	0	1	0	0	0
Ng«i Sao May M¾n	5	138	\spr\item\vietnam\shengli_wujiaoxing.spr	41	1	1	T¨ng <color=yellow>5.000.000 Exp <color>.Sö dông tèi ®a 200 c¸i 1 ngµy.	0	1	0	200	0
Ng«i Sao H¹nh Phóc	5	139	\spr\event\saomayman.spr	41	1	1	T¨ng <color=yellow>10.000.000 Exp <color>.Sö dông tèi ®a 100 c¸i 1 ngµy.	0	1	0	100	0
Bao l× x× trung	5	140	\spr\item\yulanpenjie\dafengbao.spr	347	1	1	Më sÏ ngÉu nhiªn nhËn ®­îc mét b¶o vËt	100	1	0	100	0
Bao l× xi tiÓu 	5	141	\spr\item\questkey\obj_item_burseb.spr	342	1	1	VËt phÈm kh«ng thÓ thiÕu trong nh÷ng ngµy vui.haha..!	2000000	1	0	100	0
Phóc Léc LÔ Bao	5	142	\spr\item\script\pingzi\200805\qiutiandalibao.spr	41	1	1	Khi më ra, ngÉu nhiªn nhËn ®­îc vËt phÈm gi¸ trŞ.	5000000	1	0	100	0
Tói Nguyªn LiÖu Lµm B¸nh	5	143	\spr\item\newyear2008\yingchundai.spr	470	1	1	Èn chøa nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.<enter><color=blue>	0	1	0	500	0
L¸ b¸nh	5	144	\spr\item\newyear2008\zongyue.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.	0	1	0	500	0
G¹o nÕp	5	145	\spr\item\newyear2008\nuomi.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.<enter><color=blue>	0	1	0	500	0
§Ëu xanh	5	146	\spr\item\newyear2008\lvdou.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.	0	1	0	500	0
ThŞt heo 	5	147	\spr\item\newyear2008\zhurou.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.	0	1	0	500	0
Bİ quyÕt lµm b¸nh ch­ng th­îng h¹ng	5	148	\spr\item\newyear2008\shangdengzongzimijue.spr	41	1	1	S¸ch d¹y lµm b¸nh ch­ng th¬m ngon.	0	1	0	500	0
Bİ quyÕt lµm b¸nh ch­ng h¶o h¹ng	5	149	\spr\item\newyear2008\zongzimijue.spr	41	1	1	S¸ch d¹y lµm b¸nh ch­ng th¬m ngon.	0	1	0	500	0
B¸nh ch­ng th­îng h¹ng	5	150	\spr\item\newyear2008\shangdengzongbing.spr	41	1	1	TÆng <color=red>NPC B¸nh C¸t T­êng<color> sÏ x¸c suÊt nhËn ®­îc vËt phÈm quı gi¸. (Ng­êi ch¬i ®¼ng cÊp trªn 80 ®· n¹p thÎ)	0	1	0	500	0
B¸nh ch­ng h¶o h¹ng	5	151	\spr\item\newyear2008\zhongdengzongbing.spr	41	1	1	TÆng <color=red>NPC B¸nh C¸t T­êng<color> sÏ x¸c suÊt nhËn ®­îc vËt phÈm quı gi¸. (Ng­êi ch¬i ®¼ng cÊp trªn 80 ®· n¹p thÎ)	0	1	0	500	0
B¸nh ch­ng th­êng	5	152	\spr\item\newyear2008\putongzongbing.spr	41	1	1	TÆng <color=red>NPC B¸nh C¸t T­êng<color> sÏ x¸c suÊt nhËn ®­îc vËt phÈm quı gi¸. (Ng­êi ch¬i ®¼ng cÊp trªn 80 ®· n¹p thÎ)	0	1	0	500	0
Hång ¶nh B¶o H¹p	5	153	\spr\item\script\item_baibaoxiang.spr	41	1	1	Bªn trong cã chøa 1 bé trang bŞ <color=yellow>Hång ¶nh	0	1	0	1	0
Tinh LuyÖn Th¹ch	5	154	\spr\event\tinhluyenthach.spr	41	1	1	Lo¹i ®¸ quı hiÕm "Dïng ®Ó ®æi Trang BŞ Cao CÊp".	0	1	0	100	0
Tu Phóc Kho¸ng Th¹ch	5	155	\spr\event\dasuatrangbi.spr	41	1	1	Lo¹i ®¸ quı hiÕm "Dïng ®Ó s÷a ch÷a trang bŞ h­ tçn".	0	1	0	0	0
Hµnh HiÖp LÖnh	5	156	\spr\event\hanhhieplenh.spr	41	1	1	 "Cã thÓ dïng ®Ó ®æi lÊy 1 b×nh Håi Thiªn t¸i t¹o lÔ bao".	0	1	0	0	0
CÈm Nang Hoµng Kim	5	157	\spr\event\camnanghk.spr	41	1	1	 "Chøa nhiÒu vËt phÈm quı gi¸".	0	1	0	0	0
Hép Quµ Tr¾ng	5	158	\spr\event\hopquatrang.spr	41	1	1	 "Chøa nhiÒu vËt phÈm quı gi¸".	0	1	0	100	0
Hép Quµ vµng	5	159	\spr\event\hopquavang.spr	41	1	1	 "Chøa nhiÒu vËt phÈm quı gi¸".	0	1	0	100	0
Tèng Kim Chiªu Håi Vî	5	160	\spr\event\tieulacbacam.spr	41	1	1	 Gäi <color=red>Vî <color>vµo trî gióp Tèng Kim.	0	1	0	0	0
Tèng Kim Chiªu Håi LÖnh (Kim)	5	161	\spr\event\Tieulacbaxanh.spr	41	1	1	 "Gäi ®Ö tö trî gióp phe Kim."	0	1	0	0	0
Th¸nh Ho¶ LÖnh	5	162	\spr\event\camnangmonphai.spr	41	1	1	 "LÖnh Bµi QuyÒn N¨ng".	0	1	0	0	0
M¶nh cê 1	5	163	\spr\item\script\jiefang_jieri\200804\qisuipian1.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 500.000 ®iÓm kinh nghiÖm.	0	1	0	100	0
M¶nh cê 2	5	164	\spr\item\script\jiefang_jieri\200804\qisuipian2.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 500.000 ®iÓm kinh nghiÖm.	0	1	0	100	0
M¶nh cê 3	5	165	\spr\item\script\jiefang_jieri\200804\qisuipian3.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 500.000 ®iÓm kinh nghiÖm.	0	1	0	100	0
M¶nh cê 4	5	166	\spr\item\script\jiefang_jieri\200804\qisuipian4.spr	41	1	1	Nguyªn liÖu ®Ó ghĞp thµnh L¸ Cê ChiÕn Th¾ng, mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 500.000 ®iÓm kinh nghiÖm.	0	1	0	100	0
L¸ Cê ChiÕn Th¾ng	5	167	\spr\item\script\jiefang_jieri\200804\zhanshengqi.spr	41	2	2	L¸ Cê ChiÕn Th¾ng mõng ngµy 30-04<enter>Sö dông sÏ nhËn ®­îc 10.000.000 ®iÓm kinh nghiÖm."	0	1	0	100	0
Tu Phôc Kho¸ng Th¹ch	5	168	\spr\item\questkey\golden_stone.spr	347	1	1	VËt liÖu cÇn thiÕt ®Ó söa chöa <trang bŞ tæn h¹i> t¹i thî rÌn.<enter> CÇn 2 viªn ®Ó phôc håi trang bŞ l¹i nh­ cò.	1	0	1	0	0
B¸nh ch­ng H¹t dÎ 	5	169	\spr\item\questkey\taskobj401.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>1.500.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThŞt heo	5	170	\spr\item\questkey\taskobj402.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>1.500.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThŞt bß 	5	171	\spr\item\questkey\taskobj403.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>1.500.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThËp cÈm	5	172	\spr\item\questkey\taskobj404.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>1.500.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThËp cÈm MËt ong	5	173	\spr\item\questkey\taskobj404.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>2.000.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThËp cÈm B¸t böu	5	174	\spr\item\questkey\taskobj404.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>2.000.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThËp cÈm B¸ch qu¶ 	5	175	\spr\item\questkey\taskobj404.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>2.000.000 Exp<color>	100	0	0	500	0
B¸nh ch­ng ThËp cÈm Th­îng h¹ng	5	176	\spr\item\questkey\taskobj404.spr	366	1	1	TÆng cho <color=yellow> NPC B¸nh C¸t T­êng <color>sÏ ®­îc phÇn th­ëng <color=yellow>2.000.000 Exp<color>	100	0	0	500	0
Phóc	5	177	\spr\item\newyear2008\fu.spr	41	2	1	Mét trong nh÷ng nguyªn liÖu trang trİ, ®ñ bé Phóc - Léc - Thä sÏ nhËn ®­îc phÇn th­ëng hÊp dÉn.	0	1	0	50	0
Léc	5	178	\spr\item\newyear2008\lu.spr	41	2	1	Mét trong nh÷ng nguyªn liÖu trang trİ, ®ñ bé Phóc - Léc - Thä sÏ nhËn ®­îc phÇn th­ëng hÊp dÉn.	0	1	0	50	0
Thä	5	179	\spr\item\newyear2008\shou.spr	41	2	1	Mét trong nh÷ng nguyªn liÖu trang trİ, ®ñ bé Phóc - Léc - Thä sÏ nhËn ®­îc phÇn th­ëng hÊp dÉn.	0	1	0	50	0
Tr­êng Sinh Bİ CÊp	5	180	\spr\event\camnangmonphai.spr	41	1	1	VËt PhÈm CÇn ThiÕt khi ChuyÓn ThÕ §Çu Thai	0	1	0	0	0
Phóc Duyªn Lé (TiÓu) 	5	181	\spr\item\medecine\fuyuanlu_small.spr	370	1	1	Sö dông sÏ t¨ng 10 ®iÓm Phóc duyªn thong	5	0	1	0	0
Phóc Duyªn Lé (Trung) 	5	189	\spr\item\medecine\fuyuanlu_middle.spr	370	1	1	Sö dông sÏ t¨ng 20 ®iÓm Phóc duyªn thong thong	5	0	1	0	0
Phóc Duyªn Lé (§¹i) 	5	183	\spr\item\medecine\fuyuanlu_big.spr	370	1	1	Sö dông sÏ t¨ng 50 ®iÓm Phóc duyªn thong hon	5	0	1	0	0
B¸nh kem 1	5	184	\spr\item\christmas2006\xmascake.spr	459	1	1	NhÊp chuét ph¶i sö dông. Cã thÓ nhËn ®­îc 500 000 kinh nghiÖm.	1000	0	1	0	0
B¸nh kem 2	5	185	\spr\item\script\zhongdeng_dangaobing.spr	41	1	1	¡n vµo sÏ nhËn ®­îc 500.000 ®iÓm kinh nghiÖm.<enter><color=blue>Thêi h¹n sö dông: 31-12-2016<color>	25	0	1	0	0
B¸nh kem ®Æc biÖt	5	186	\spr\item\script\teshu_dangaobing.spr	41	1	1	¡n vµo sÏ nhËn ®­îc 1 triÖu ®iÓm kinh nghiÖm.<enter><color=blue>Thêi h¹n sö dông: 31-11-2016<color>	25	0	1	0	0
B¸nh Kem Nh­ ı	5	187	\spr\item\script\pingzi\200805\ruyidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-11-2016<color>	0	1	0	0	0
B¸nh Kem C¸t T­êng	5	188	\spr\item\script\pingzi\200805\jixidanggao.spr	41	1	1	B¸nh kem mõng Vâ L©m TruyÒn Kú trßn 3 tuæi.<enter><color=blue>H¹n sö dông: 24:00 ngµy 31-11-2016<color>	0	1	0	0	0
B¸nh Kem B«ng TuyÕt	5	189	\spr\script\item\shengdan_jieri\200811\xuehuadangao.spr	41	1	1	Quµ tÆng ¤ng Giµ TuyÕt	0	1	0	0	0
B¸nh Kem D©u	5	190	\spr\script\item\shengdan_jieri\200811\caomeidangao.spr	41	1	1	B¸nh kem cã mïi D©u, rÊt th¬m ngon vµ ®­îc sö dông rÊt nhiÒu trong lÔ Gi¸ng Sinh	0	1	0	0	0
B¸nh Kem Socola	5	191	\spr\script\item\shengdan_jieri\200811\qiaokelidangao.spr	41	1	1	B¸nh kem socola lµ lo¹i b¸nh ®Æc biÖt, th­êng dïng ®Ó lµm quµ tÆng.	0	1	0	0	0
B¸nh Kem Th­êng	5	192	spr\vng\item\eventthang062012\banhkem.spr	387	1	1	Sö dông nhËn ®­îc<enter>1000000 ®iÓm kinh nghiÖm	0	1	0	0	0
B¸nh Kem Chocolate	5	193	spr\vng\item\eventthang062012\banhkemchocolate.spr	387	1	1	Sö dông nhËn ®­îc<enter>12000000 ®iÓm kinh nghiÖm	0	1	0	0	0
B¸nh Kem Tr¸i C©y	5	194	spr\vng\item\eventthang062012\banhkemtraicay.spr	387	1	1	Sö dông nhËn ®­îc ngÉu nhiªn <enter>®iÓm kinh nghiÖm vµ vËt phÈm 	0	1	0	0	0
B¸nh Sinh NhËt Vâ L©m TruyÒn Kú	5	195	spr\vng\item\eventthang062012\banhsnvltk.spr	387	1	1	Mõng sinh nhËt Vâ L©m TruyÒn Kú.<enter>Sö dông nhËn ®­îc 6000000     <enter>®iÓm kinh nghiÖm vµ vËt phÈm quı	0	1	0	0	0
B¸nh kem Hoµng Kim	5	196	\spr\item\questkey\seed_rose.spr	41	1	1	Mãn ¨n th­êng sö dông trong ngµy TÕt, sö dông nhËn ®­îc 500 v¹n ®iÓm kinh nghiÖm.	20	0	1	0	0
Bét M×	5	197	spr\vng\item\eventthang062012\bot.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng	0	1	0	0	0
B¬	5	198	spr\vng\item\eventthang062012\bo.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng	0	1	0	0	0
S÷a	5	199	spr\vng\item\eventthang062012\sua.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng	0	1	0	0	0
Chocolate	5	200	spr\vng\item\eventthang062012\chocolate.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng	0	1	0	0	0
Tr¸i C©y	5	201	spr\vng\item\eventthang062012\traicay.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng 	0	1	0	0	0
§­êng	5	202	spr\vng\item\eventthang062012\duong.spr	387	1	1	Nguyªn liÖu dïng ®Ó hîp<enter>thµnh b¸nh sinh nhËt Vâ L©m<enter>TruyÒn Kú t¹i NPC §¹i Sø Ho¹t §éng	0	1	0	0	0
Ng«i Sao May M¾n	5	203	\spr\item\vietnam\shengli_wujiaoxing.spr	41	1	1	§em tíi <color=yellow>NPC GhĞp B¸nh <color>. ®Ó tham gia sù kiÖn.	0	1	0	200	0
B¸ch b¶o r­¬ng	5	204	\spr\item\script\item_baibaoxiang.spr	41	1	1	B¶o R­¬ng thÇn bİ.	1000	1	1	100	0
B¶o R­¬ng nhá	5	205	\spr\item\birthday_jieri\200905\tiancibaoxiang.spr	41	1	1	R­¬ng thÇn bİ cì nhá <enter> §em tíi KiÕm Kh¸ch Giang Hå ®Ó gi¸m ®Şnh	0	1	0	100	0
B¶o R­¬ng lín	5	206	\spr\item\script\item_baibaoxiang.spr	41	1	1	R­¬ng thÇn bİ cì lín <enter> §em tíi KiÕm Kh¸ch Giang Hå ®Ó gi¸m ®Şnh	0	1	0	100	0
R­¬ng B¶o VËt	5	207	\spr\item\script\item_silverbox.spr	367	2	2	R­¬ng B¶o VËt ThÇn Bİ <enter> §em tíi KiÕm Kh¸ch Giang Hå ®Ó gi¸m ®Şnh	1000	0	1	100	0
Ng«i sao chiÕn th¾ng	5	208	\spr\item\vietnam\shengli_wujiaoxing.spr	41	1	1	§æi hép quµ Quèc Kh¸nh. <enter><color=blue>Ngµy hÕt h¹n: 24h00 ngµy 09-09-2007<color>	100	0	1	0	0
Ng«i Sao Gi¸ng Sinh	5	209	\spr\script\item\shengdan_jieri\200811\shengdanxing.spr	41	1	1	Bªn trong cã chøa nh÷ng vËt phÈm trang trİ cho c©y th«ng gi¸ng sinh.	0	1	0	0	0
Ng«i Sao May M¾n	5	210	\spr\script\item\shengdan_jieri\200811\shengdanxing.spr	41	1	1	Mét ng«i sao cã thÓ ®em l¹i may m¾n cho b¹n	0	1	0	0	0
Ng«i Sao An Lµnh	5	211	\spr\item\vietnam\christmas2009\xinyuanxingxing.spr	41	1	1	Mét ng«i sao ®em l¹i b×nh an	0	1	0	0	0
Ng«i Sao H¹nh Phóc	5	212	\spr\item\vietnam\shengli_wujiaoxing.spr	41	1	1	H¹nh phóc mØm c­êi víi nh÷ng ai gÆp ®­îc ng«i sao nµy	0	1	0	0	0
Ng«i Sao Tr¾ng	5	213	\spr\item\vietnam\christmas2009\xuehua.spr	41	1	1	Mét ng«i sao tr¾ng nh­ tuyÕt	0	1	0	0	0
Ng«i Sao	5	214	\spr\item\script\jiaoshi_jieri\200810\fuyuanjinshi.spr	41	1	1	"T¹i NPC ¤ng Giµ Noel (L©m An 195,184) dïng ®Ó ®æi LÖnh Bµi Boss"	0	1	0	0	0
Ng«i sao ­íc väng	5	215	\spr\item\vietnam\christmas2009\xinyuanxingxing.spr	41	1	1	VËt phÈm dïng ®Ó nhËn th­ëng Trïng Sinh	0	1	0	0	0
CÈm Nang Hç Trî  	5	216	\spr\item\leaguematch\ronghezhenjin.spr	385	1	1	<bclr=white><color=red>CÈm Nang Hç Trî T©n Thñ!	0	1	0	0	1
Tói Hoa Cóc	5	217	\spr\item\script\spring2010\jixiangbao.spr	41	1	1	Bªn trong chøa nguyªn liÖu sù kiÖn Quèc Kh¸nh Mu«n Mµu.	0	1	0	100	0
Tói GiÊy Lång §Ìn	5	218	\spr\item\script\spring2010\jixiangbao.spr	41	1	1	Bªn trong chøa nguyªn liÖu sù kiÖn Trung Thu Vui Nhén.	0	1	0	100	0
Tói ho¹t ®éng	5	219	\spr\item\script\spring2010\jixiangbao.spr	41	1	1	Tham gia ho¹t ®éng mµ cã ®­îc, bªn trong chøa nhiÒu vËt phÈm quı gi¸, cã c¬ may nhËn ®­îc<color=yellow> Exp, TiÒn §ång, Tiªn Th¶o Lé, Thñy Tinh vµ nhiÒu thø kh¸c.	0	1	0	100	0
§»ng Long B¶o Ch©u	5	220	\spr\item\newyear0901\facaihongbao.spr	41	1	1	<bclr=white><color=red> NhËn §­îc 1 Bé Trang BŞ §»ng Long	0	1	0	0	0
Minh Ph­îng B¶o Ch©u	5	221	\spr\item\newyear0901\lanbaoxiang.spr	41	1	1	<bclr=white><color=red> NhËn §­îc 1 Bé Trang BŞ Minh Ph­îng	0	1	0	0	0
Xİch L©n B¶o Ch©u	5	222	\spr\item\metempsychosis\beidouxiandan.spr	41	1	1	<bclr=white><color=red> NhËn §­îc 1 Bé Trang BŞ Xİch L©n	0	1	0	0	0
B¹ch Hæ B¶o Ch©u	5	223	\spr\vng\item\120822_event_thang_9\ruongbachho.spr	41	1	1	<bclr=white><color=red> NhËn §­îc 1 Bé Trang BŞ B¹ch Hæ	0	1	0	0	0
Kim ¤ B¶o Ch©u	5	224	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	<bclr=white><color=red> NhËn §­îc 1 Bé Trang BŞ Kim ¤	0	1	0	0	0
Tö M·ng B¶o Ch©u	5	225	\spr\item\medecine\obj-potion04.spr	41	1	1	NhËn ®­îc 1 bé trang bŞ T÷ M·ng	0	1	0	0	0
HuyÒn Viªn B¶o Ch©u	5	226	\spr\item\birthday_jieri\200905\tiancibaoxiang.spr	41	1	1	NhËn ®­îc 1 bé trang bŞ HuyÒn Viªn	0	1	0	0	0
V©n Léc B¶o Ch©u	5	227	\spr\item\fusion\ÒìÊ¯-Ë®.spr	41	1	1	NhËn ®­îc 1 bé trang bŞ V©n Léc	0	1	0	0	0
Th­¬ng Lang B¶o Ch©u	5	228	\spr\item\fusion\ÒìÊ¯-ÍÁ.spr	41	1	1	NhËn ®­îc 1 bé trang bŞ Th­¬ng Lang	0	1	0	0	0
Thanh C©u B¶o Ch©u	5	229	\spr\item\fusion\ÒìÊ¯-Ä¾.spr	41	1	1	NhËn ®­îc 1 bé trang bŞ Thanh C©u	0	1	0	0	0
§»ng Long LÖnh	5	230	\spr\item\script\tenglongling.spr	385	1	1	LÖnh bµi bé §»ng Long, cã thÓ ®Õn thî rÌn thÇn bİ ®æi 1 mãn trong bé §»ng Long	0	1	0	10	0
Minh Ph­îng LÖnh	5	231	\spr\item\script\mingfengling.spr	385	1	1	LÖnh bµi bé Minh Ph­îng, cã thÓ ®Õn thî rÌn thÇn bİ ®æi 1 mãn trong bé Minh Ph­îng.	0	1	0	10	0
Xİch L©n LÖnh	5	232	\spr\item\script\chilinling.spr	385	1	1	LÖnh bµi bé Xİch L©n, cã thÓ ®Õn thî rÌn thÇn bİ ®æi 1 mãn trong bé Xİch L©n	0	1	0	10	0
B¹ch Hæ LÖnh	5	233	\spr\item\script\baihuling.spr	385	1	1	Nguyªn liÖu hîp thµnh trang bŞ B¹ch Hæ	0	1	0	10	0
Kim ¤ LÖnh	5	234	\spr\item\script\jinwuling.spr	385	1	1	LÖnh bµi bé Kim ¤, cã thÓ ®Õn thî rÌn thÇn bİ ®æi lÊy 1 mãn trong bé ¤ Kim	0	1	0	10	0
Tö M·ng LÖnh	5	235	\spr\item\script\zimangling.spr	385	1	1	LÖnh bµi bé Tö M·ng, Cã thÓ ®Õn thî rÌn thÇn bİ ®æi lÊy 1 mãn trong bé Tö M·ng	0	1	0	10	0
HuyÒn Viªn LÖnh	5	236	\spr\item\script\xuanyuanling.spr	385	1	1	LÖnh bµi bé HuyÒn Viªn, cã thÓ ®Õn thî rÌn thÇn bİ ®Ó ®æi lÊy 1 mãn trong bé HuyÒn Viªn	0	1	0	10	0
Th­¬ng Lang LÖnh	5	237	\spr\item\script\canglangling.spr	385	1	1	LÖnh bµi bé Th­¬ng Lang, cã thÓ ®Õn thî rÌn thÇn bİ ®æi lÊy 1 mãn trong bé Th­¬ng Lang	0	1	0	10	0
V©n Léc LÖnh	5	238	\spr\item\script\yunluling.spr	385	1	1	LÖnh bµi bé V©n Léc, cã thÓ ®Õn thî rÌn thÇn bİ ®æi 1 mãn trong bé V©n Léc	0	1	0	10	0
Thanh C©u LÖnh	5	239	\spr\item\script\qingjuling.spr	385	1	1	LÖnh bµi bé Thanh C©u, cã thÓ ®Õn thî rÌn thÇn bİ ®æi lÊy 1 mãn trong bé Thanh C©u	0	1	0	10	0
